"time","new.core.id","depth_bottom","sample.type","interval","pool_label","id","species","d15n","n_pct","d13c","c_pct","total_volume_cm3","depth_top","sample.type2","g_core"
"t1","DS11",15,"coarse roots","10_15","coarse roots 15cm","DS11-coarse roots 15cm","DS",157.51,0.00664,-14.90514294,0.350386984,392.699,10,"coarse roots",0.1972
"t1","DS11",15,"dead biomass","10_15","dead biomass 15cm","DS11-dead biomass 15cm","DS",11.77004766,0.01065,-13.51463532,0.418052925,392.699,10,"dead biomass",15.128
"t1","DS11",15,"fine roots","10_15","fine roots 15cm","DS11-fine roots 15cm","DS",747.15,0.00872,-14.34003276,0.285606776,392.699,10,"fine roots",0.1498
"t1","DS11",20,"coarse roots","15_20","coarse roots 20cm","DS11-coarse roots 20cm","DS",NA,NA,NA,NA,392.699,15,"coarse roots",0.03
"t1","DS11",20,"dead biomass","15_20","dead biomass 20cm","DS11-dead biomass 20cm","DS",4.432891717,0.01183,-13.57129072,0.377461922,392.699,15,"dead biomass",18.708
"t1","DS11",20,"fine roots","15_20","fine roots 20cm","DS11-fine roots 20cm","DS",2737.19,0.0059,-13.37146726,0.417546893,392.699,15,"fine roots",0.0928
"t1","DS11",30,"coarse roots","20_30","coarse roots 30cm","DS11-coarse roots 30cm","DS",36.20765507,0.011462774,-13.85867292,0.418707552,785.398,20,"coarse roots",0.0578
"t1","DS11",30,"dead biomass","20_30","dead biomass 30cm","DS11-dead biomass 30cm","DS",3.925887355,0.01277,-13.20071871,0.338769238,785.398,20,"dead biomass",37.29
"t1","DS11",30,"fine roots","20_30","fine roots 30cm","DS11-fine roots 30cm","DS",18.52,0.0063,-13.38592821,0.398170909,785.398,20,"fine roots",0.076
"t2","DS12",NA,"dead leaf","above","dead leaf","DS12-dead leaf","DS",NA,NA,NA,NA,NA,NA,"dead leaf",0.004
"t2","DS12",NA,"decomp layer","above","decomp layer","DS12-decomp layer","DS",102.0643052,0.011926441,-15.61765633,0.271657433,NA,NA,"decomp layer",0.282
"t2","DS12",NA,"leaf 1","above","leaf 1","DS12-leaf 1","DS",4263.839363,0.02180396,-15.69678114,0.374498301,NA,NA,"leaf",0.0355
"t2","DS12",NA,"leaf 2","above","leaf 2","DS12-leaf 2","DS",3902.421731,0.021632969,-15.88976338,0.404099758,NA,NA,"leaf",0.0618
"t2","DS12",NA,"leaf 3","above","leaf 3","DS12-leaf 3","DS",2845.586992,0.022237569,-16.07612542,0.391290389,NA,NA,"leaf",0.0703
"t2","DS12",NA,"leaf 4","above","leaf 4","DS12-leaf 4","DS",2121.878689,0.021532481,-16.14456272,0.365767852,NA,NA,"leaf",0.07
"t2","DS12",NA,"leaf 5","above","leaf 5","DS12-leaf 5","DS",1870.497874,0.021896402,-16.17619224,0.397209186,NA,NA,"leaf",0.0555
"t2","DS02",NA,"leaf 5","above","leaf 5","DS02-leaf 5","DS",2535.946567,0.026171328,-16.30631756,0.376911723,NA,NA,"leaf",0.1323
"t2","DS12",NA,"leaf 6","above","leaf 6","DS12-leaf 6","DS",1799.234106,0.022594213,-16.29561314,0.376819849,NA,NA,"leaf",0.05
"t2","DS12",NA,"leaf 7","above","leaf 7","DS12-leaf 7","DS",1750.164131,0.022483503,-16.24902722,0.32411025,NA,NA,"leaf",0.0368
"t2","DS12",NA,"leaf 8","above","leaf 8","DS12-leaf 8","DS",1529.017273,0.030083619,-16.45833875,0.434947159,NA,NA,"leaf",0.018
"t2","DS12",NA,"leaf 9","above","leaf 9","DS12-leaf 9","DS",1436.288703,0.019246665,-16.4972638,0.343411335,NA,NA,"leaf",0.0133
"t2","DS12",NA,"standing dead","above","standing dead","DS12-standing dead","DS",32.32440025,0.009919017,-15.68938421,0.332626487,NA,NA,"standing dead",0.4769
"t2","DS12",NA,"stems","above","stems","DS12-stems","DS",2712.386905,0.009084087,-15.69533567,0.373470871,NA,NA,"stems",0.9459
"t2","DS12",2,"coarse roots","0_2","coarse roots 2cm","DS12-coarse roots 2cm","DS",728.6451404,0.007355975,-14.67570269,0.335653498,157.08,0,"coarse roots",0.552
"t2","DS12",2,"dead biomass","0_2","dead biomass 2cm","DS12-dead biomass 2cm","DS",113.3775473,0.007186162,-14.38785556,0.37134029,157.08,0,"dead biomass",26.648
"t2","DS12",2,"fine roots","0_2","fine roots 2cm","DS12-fine roots 2cm","DS",2109.274688,0.008351303,-13.91940865,0.317299777,157.08,0,"fine roots",0.206
"t2","DS12",2,"rhizomes","0_2","rhizomes 2cm","DS12-rhizomes 2cm","DS",1172.505164,0.007156465,-15.22666637,0.35050091,157.08,0,"rhizomes",1.83
"t2","DS12",5,"coarse roots","2_5","coarse roots 5cm","DS12-coarse roots 5cm","DS",2521.322936,0.008050685,-15.06832907,0.37201357,235.619,2,"coarse roots",0.2508
"t2","DS12",5,"dead biomass","2_5","dead biomass 5cm","DS12-dead biomass 5cm","DS",117.44704075,0.0108224795,-14.485669975,0.3605034075,235.619,2,"dead biomass",17.1
"t2","DS12",5,"fine roots","2_5","fine roots 5cm","DS12-fine roots 5cm","DS",3344.850911,0.011540791,-14.56713493,0.374475205,235.619,2,"fine roots",0.1238
"t2","DS12",5,"rhizomes","2_5","rhizomes 5cm","DS12-rhizomes 5cm","DS",1941.447816,0.009237726,-15.18438411,0.372559575,235.619,2,"rhizomes",1.7282
"t2","DS12",10,"coarse roots","5_10","coarse roots 10cm","DS12-coarse roots 10cm","DS",2127.549924,0.010609443,-14.66608152,0.328949985,392.699,5,"coarse roots",0.1272
"t2","DS12",10,"dead biomass","5_10","dead biomass 10cm","DS12-dead biomass 10cm","DS",67.31382159,0.010978331,-13.9993439,0.365626953,392.699,5,"dead biomass",23.948
"t2","DS12",10,"fine roots","5_10","fine roots 10cm","DS12-fine roots 10cm","DS",2207.959748,0.010009175,-14.21628378,0.330422964,392.699,5,"fine roots",0.1146
"t2","DS12",10,"rhizomes","5_10","rhizomes 10cm","DS12-rhizomes 10cm","DS",1517.415809,0.009495044,-15.18561508,0.385910768,392.699,5,"rhizomes",0.6038
"t2","DS12",15,"coarse roots","10_15","coarse roots 15cm","DS12-coarse roots 15cm","DS",2759.666392,0.012782552,-14.58192199,0.390959004,392.699,10,"coarse roots",0.0334
"t2","DS12",15,"dead biomass","10_15","dead biomass 15cm","DS12-dead biomass 15cm","DS",44.01801162,0.009930391,-13.33347246,0.397904251,392.699,10,"dead biomass",18.184
"t2","DS12",15,"fine roots","10_15","fine roots 15cm","DS12-fine roots 15cm","DS",6466.253735,0.013563136,-13.8186378,0.446497996,392.699,10,"fine roots",0.0294
"t2","DS12",15,"rhizomes","10_15","rhizomes 15cm","DS12-rhizomes 15cm","DS",122.2578906,0.004529155,-14.57033627,0.21308339,392.699,10,"rhizomes",0.0292
"t2","DS12",20,"coarse roots","15_20","coarse roots 20cm","DS12-coarse roots 20cm","DS",NA,NA,NA,NA,392.699,15,"coarse roots",0.0104
"t2","DS12",20,"dead biomass","15_20","dead biomass 20cm","DS12-dead biomass 20cm","DS",25.42082967,0.011153794,-13.06317147,0.352700194,392.699,15,"dead biomass",14.382
"t2","DS12",20,"fine roots","15_20","fine roots 20cm","DS12-fine roots 20cm","DS",2559.157239,0.012070851,-12.77485268,0.500090724,392.699,15,"fine roots",0.028
"t2","DS12",20,"rhizomes","15_20","rhizomes 20cm","DS12-rhizomes 20cm","DS",80.54635425,0.004657344,-14.71861561,0.303523476,392.699,15,"rhizomes",0.099
"t2","DS12",30,"coarse roots","20_30","coarse roots 30cm","DS12-coarse roots 30cm","DS",3637.957668,0.013222875,-13.67229889,0.325498438,785.398,20,"coarse roots",0.0438
"t0","SA13",10,"bulk sediment","5_10","bulk sediment 10cm","SA13-bulk sediment 10cm","SA",4.468760757,0.004365426,-17.05399358,0.054416516,392.699,5,"bulk sediment",32.43
"t2","DS12",30,"fine roots","20_30","fine roots 30cm","DS12-fine roots 30cm","DS",518.3673067,0.012478459,-12.56449774,0.455126047,785.398,20,"fine roots",0.0254
"t2","DS12",30,"rhizomes","20_30","rhizomes 30cm","DS12-rhizomes 30cm","DS",17.09201847,0.008734543,-13.26752065,0.327932113,785.398,20,"rhizomes",0.3992
"t0","DS14",NA,"dead leaf","above","dead leaf","DS14-dead leaf","DS",4.880600499,0.00899,-15.203782,0.334053904,NA,NA,"dead leaf",0.0429
"t0","DS14",NA,"leaf 1","above","leaf 1","DS14-leaf 1","DS",5.618948871,0.01806,-15.3488756,0.371880509,NA,NA,"leaf",0.0931
"t0","DS14",NA,"leaf 2","above","leaf 2","DS14-leaf 2","DS",5.912128014,0.02146,-15.62975159,0.343296117,NA,NA,"leaf",0.1716
"t0","DS14",NA,"leaf 3","above","leaf 3","DS14-leaf 3","DS",6.002744612,0.02125,-15.6925872,0.375438131,NA,NA,"leaf",0.166
"t0","DS14",NA,"leaf 4","above","leaf 4","DS14-leaf 4","DS",5.698983787,0.02366,-15.89724702,0.373462246,NA,NA,"leaf",0.1277
"t0","DS14",NA,"leaf 5","above","leaf 5","DS14-leaf 5","DS",5.721093387,0.02183,-15.89948705,0.344696977,NA,NA,"leaf",0.0978
"t0","DS14",NA,"leaf 6","above","leaf 6","DS14-leaf 6","DS",5.903121152,0.04852,-16.09242209,0.450456005,NA,NA,"leaf",0.0608
"t0","DS14",NA,"leaf 7","above","leaf 7","DS14-leaf 7","DS",5.335781808,0.01793,-15.72077632,0.349274883,NA,NA,"leaf",0.0254
"t0","DS14",NA,"leaf 8","above","leaf 8","DS14-leaf 8","DS",4.626167399,0.0136,-15.58419565,0.353016883,NA,NA,"leaf",0.0097
"t0","DS14",NA,"standing dead","above","standing dead","DS14-standing dead","DS",5.084519141,0.007820986,-15.47741103,0.315692975,NA,NA,"standing dead",3.4988
"t0","DS14",NA,"stems","above","stems","DS14-stems","DS",4.79642751,0.01054,-15.54356698,0.369501247,NA,NA,"stems",2.146
"t0","DS15",NA,"dead leaf","above","dead leaf","DS15-dead leaf","DS",6.087188494,0.01095,-15.47555513,0.355392629,NA,NA,"dead leaf",0.1487
"t0","DS15",NA,"leaf 1","above","leaf 1","DS15-leaf 1","DS",7.261962731,0.02039,-15.21212859,0.377518461,NA,NA,"leaf",0.0761
"t0","DS15",NA,"leaf 2","above","leaf 2","DS15-leaf 2","DS",7.505116953,0.0209,-15.4471801,0.349492408,NA,NA,"leaf",0.1565
"t0","DS15",NA,"leaf 3","above","leaf 3","DS15-leaf 3","DS",7.545413646,0.0238,-15.68047637,0.353924323,NA,NA,"leaf",0.1856
"t0","DS15",NA,"leaf 4","above","leaf 4","DS15-leaf 4","DS",7.453532656,0.02396,-15.81459456,0.32810868,NA,NA,"leaf",0.1687
"t0","DS15",NA,"leaf 5","above","leaf 5","DS15-leaf 5","DS",7.148778672,0.02495,-15.85840249,0.347685124,NA,NA,"leaf",0.1371
"t0","DS15",NA,"leaf 6","above","leaf 6","DS15-leaf 6","DS",7.248401853,0.02241,-15.78124984,0.341884416,NA,NA,"leaf",0.0976
"t0","DS15",NA,"leaf 7","above","leaf 7","DS15-leaf 7","DS",7.650141156,0.024054612,-15.89005027,0.306404885,NA,NA,"leaf",0.0502
"t0","DS15",NA,"leaf 8","above","leaf 8","DS15-leaf 8","DS",7.651321671,0.022238955,-15.55814422,0.313187651,NA,NA,"leaf",0.0217
"t0","DS15",NA,"leaf 9","above","leaf 9","DS15-leaf 9","DS",NA,NA,NA,NA,NA,NA,"leaf",0.0123
"t0","DS15",NA,"standing dead","above","standing dead","DS15-standing dead","DS",4.440688742,0.00947,-15.74805506,0.357567859,NA,NA,"standing dead",1.9277
"t0","DS15",NA,"stems","above","stems","DS15-stems","DS",6.286863145,0.01085,-15.35968282,0.365360086,NA,NA,"stems",1.6655
"t1","DS03",NA,"stems","above","stems","DS03-stems","DS",3761.35663,0.01008,-15.69992869,0.375518138,NA,NA,"stems",1.8418
"t4","SA01",NA,"dead leaf","above","dead leaf","SA01-dead leaf","SA",2308.509656,0.008848642,-15.14161075,0.299446543,NA,NA,"dead leaf",0.1499
"t4","SA01",NA,"decomp layer","above","decomp layer","SA01-decomp layer","SA",460.3539391,0.010148897,-15.84245371,0.156373292,NA,NA,"decomp layer",0.5051
"t4","SA01",NA,"leaf 1","above","leaf 1","SA01-leaf 1","SA",5842.085334,0.022269417,-14.9196617,0.366760898,NA,NA,"leaf",0.1462
"t4","SA01",NA,"leaf 2","above","leaf 2","SA01-leaf 2","SA",7103.578775,0.021300434,-15.15557187,0.356580306,NA,NA,"leaf",0.31
"t4","SA01",NA,"leaf 3","above","leaf 3","SA01-leaf 3","SA",6790.887011,0.019011122,-15.40408759,0.343188454,NA,NA,"leaf",0.3678
"t4","SA01",NA,"leaf 4","above","leaf 4","SA01-leaf 4","SA",3924.64668,0.017883912,-15.32948765,0.336814614,NA,NA,"leaf",0.1566
"t4","SA01",NA,"microbe mat","above","microbe mat","SA01-microbe mat","SA",667.7856169,0.015798258,-16.88139465,0.179344986,NA,NA,"microbe mat",3.3342
"t4","SA01",NA,"standing dead","above","standing dead","SA01-standing dead","SA",1247.580352,0.009071913,-14.83055556,0.273533721,NA,NA,"standing dead",0.6745
"t4","SA01",NA,"stems","above","stems","SA01-stems","SA",4400.155514,0.014548659,-14.70921677,0.332884669,NA,NA,"stems",0.4577
"t4","SA01",2,"coarse roots","0_2","coarse roots 2cm","SA01-coarse roots 2cm","SA",8939.822129,0.013862831,-14.32120192,0.260932057,157.08,0,"coarse roots",0.141000000141
"t4","SA01",2,"dead biomass","0_2","dead biomass 2cm","SA01-dead biomass 2cm","SA",705.6339238,0.009603495,-14.66370693,0.366382114,157.08,0,"dead biomass",2.052000002052
"t4","SA01",2,"fine roots","0_2","fine roots 2cm","SA01-fine roots 2cm","SA",3174.987061,0.012204622,-14.27019145,0.299522466,157.08,0,"fine roots",0.372000000372
"t4","SA01",2,"rhizomes","0_2","rhizomes 2cm","SA01-rhizomes 2cm","SA",4929.048336,0.011922938,-14.2438124,0.271919093,157.08,0,"rhizomes",0.447000000447
"t4","SA01",5,"coarse roots","2_5","coarse roots 5cm","SA01-coarse roots 5cm","SA",2227.706853,0.007139668,-14.43295874,0.305291281,235.619,2,"coarse roots",0.332
"t4","SA01",5,"dead biomass","2_5","dead biomass 5cm","SA01-dead biomass 5cm","SA",422.8472954,0.008860172,-14.59612347,0.365614308,235.619,2,"dead biomass",14.892
"t4","SA01",5,"fine roots","2_5","fine roots 5cm","SA01-fine roots 5cm","SA",2885.499976,0.007912353,-14.21797036,0.303844137,235.619,2,"fine roots",0.386
"t4","SA01",5,"rhizomes","2_5","rhizomes 5cm","SA01-rhizomes 5cm","SA",2570.535855,0.007801716,-14.5857696,0.32093808,235.619,2,"rhizomes",0.74
"t4","SA01",10,"coarse roots","5_10","coarse roots 10cm","SA01-coarse roots 10cm","SA",1348.357448,0.007192275,-14.71951983,0.303809987,392.699,5,"coarse roots",0.132
"t4","SA01",10,"dead biomass","5_10","dead biomass 10cm","SA01-dead biomass 10cm","SA",80.63273632,0.008741318,-14.64991284,0.351445298,392.699,5,"dead biomass",21.332
"t4","SA01",10,"fine roots","5_10","fine roots 10cm","SA01-fine roots 10cm","SA",1532.480255,0.008607232,-14.42891186,0.279182995,392.699,5,"fine roots",0.11
"t4","SA01",10,"rhizomes","5_10","rhizomes 10cm","SA01-rhizomes 10cm","SA",286.9818076,0.004467772,-14.79862411,0.297681157,392.699,5,"rhizomes",1.064
"t4","SA01",15,"coarse roots","10_15","coarse roots 15cm","SA01-coarse roots 15cm","SA",48.08878292,0.007223079,-15.05053862,0.329050162,392.699,10,"coarse roots",0.07
"t4","SA01",15,"dead biomass","10_15","dead biomass 15cm","SA01-dead biomass 15cm","SA",23.89967419,0.009507273,-14.42389706,0.381032021,392.699,10,"dead biomass",12.018
"t4","SA01",15,"fine roots","10_15","fine roots 15cm","SA01-fine roots 15cm","SA",2374.579439,0.010183657,-14.00293179,0.331641182,392.699,10,"fine roots",0.034
"t4","SA01",15,"rhizomes","10_15","rhizomes 15cm","SA01-rhizomes 15cm","SA",66.74802373,0.005423549,-14.65768233,0.278308286,392.699,10,"rhizomes",0.5
"t4","SA01",20,"coarse roots","15_20","coarse roots 20cm","SA01-coarse roots 20cm","SA",5951.555855,0.010176115,-13.60175875,0.356841099,392.699,15,"coarse roots",0.01
"t0","SA13",20,"dead biomass","15_20","dead biomass 20cm","SA13-dead biomass 20cm","SA",2.568136609,0.0094,-13.29930661,0.37815651,392.699,15,"dead biomass",15.604
"t4","SA01",20,"dead biomass","15_20","dead biomass 20cm","SA01-dead biomass 20cm","SA",22.64384143,0.007489164,-12.92756923,0.39189824,392.699,15,"dead biomass",22.392
"t0","SA13",20,"fine roots","15_20","fine roots 20cm","SA13-fine roots 20cm","SA",1.949261863,0.00722,-13.11778522,0.333868337,392.699,15,"fine roots",0.0824
"t4","SA01",20,"fine roots","15_20","fine roots 20cm","SA01-fine roots 20cm","SA",606.9090221,0.006128199,-15.99976815,0.378289744,392.699,15,"fine roots",0.068
"t4","SA01",20,"rhizomes","15_20","rhizomes 20cm","SA01-rhizomes 20cm","SA",97.40555387,0.003961469,-14.27002239,0.288452206,392.699,15,"rhizomes",0.082
"t4","SA01",30,"dead biomass","20_30","dead biomass 30cm","SA01-dead biomass 30cm","SA",6.364811638,0.009590953,-12.50549506,0.376976956,785.398,20,"dead biomass",28.392
"t0","SA13",30,"fine roots","20_30","fine roots 30cm","SA13-fine roots 30cm","SA",0.706938434,0.00536,-12.04064083,0.40211148,785.398,20,"fine roots",0.0774
"t4","SA01",30,"fine roots","20_30","fine roots 30cm","SA01-fine roots 30cm","SA",420.8560967,0.005927147,-12.06295732,0.3325396,785.398,20,"fine roots",0.114
"t2","SA02",NA,"dead leaf","above","dead leaf","SA02-dead leaf","SA",101.4185175,0.00783101,-15.16149919,0.320699728,NA,NA,"dead leaf",0.2735
"t2","SA02",NA,"decomp layer","above","decomp layer","SA02-decomp layer","SA",214.3315087,0.007911393,-14.98985221,0.216713659,NA,NA,"decomp layer",0.5758
"t2","SA02",NA,"leaf 1","above","leaf 1","SA02-leaf 1","SA",2985.654297,0.014621476,-15.30518524,0.349060766,NA,NA,"leaf",0.1467
"t2","SA02",NA,"leaf 2","above","leaf 2","SA02-leaf 2","SA",3573.527077,0.016198912,-15.23157811,0.350076644,NA,NA,"leaf",0.3559
"t2","SA02",NA,"leaf 3","above","leaf 3","SA02-leaf 3","SA",3161.834646,0.015156664,-15.21158402,0.344035506,NA,NA,"leaf",0.1914
"t2","SA02",NA,"leaf 4","above","leaf 4","SA02-leaf 4","SA",539.891971,0.00621579,-15.72354757,0.310996487,NA,NA,"leaf",0.0338
"t2","SA02",NA,"microbe mat","above","microbe mat","SA02-microbe mat","SA",185.9878555,0.01348416,-17.87780376,0.189821481,NA,NA,"microbe mat",1.141
"t2","SA02",NA,"standing dead","above","standing dead","SA02-standing dead","SA",135.8098431,0.00720378,-14.43516087,0.30757181,NA,NA,"standing dead",0.3372
"t2","SA02",NA,"stems","above","stems","SA02-stems","SA",5495.090811,0.009690408,-14.78408342,0.31831595,NA,NA,"stems",0.5058
"t0","SA14",2,"belowground stems","0_2","belowground stems","SA14-belowground stems","SA",1.724438918,0.00992,-14.03330341,0.342681959,157.08,0,"stems",0.0697
"t0","SA14",2,"coarse roots","0_2","coarse roots 2cm","SA14-coarse roots 2cm","SA",1.52039706,0.00801,-13.9765308,0.355064804,157.08,0,"coarse roots",0.1504
"t2","SA02",2,"coarse roots","0_2","coarse roots 2cm","SA02-coarse roots 2cm","SA",2292.013619,0.008461995,-14.67919257,0.334520781,157.08,0,"coarse roots",0.8216
"t0","SA14",2,"dead biomass","0_2","dead biomass 2cm","SA14-dead biomass 2cm","SA",2.175988798,0.01034,-14.25232314,0.359635899,157.08,0,"dead biomass",3.1238
"t2","SA02",2,"dead biomass","0_2","dead biomass 2cm","SA02-dead biomass 2cm","SA",742.47018815,0.009016994,-14.837345055,0.3514783365,157.08,0,"dead biomass",6.672
"t0","SA14",2,"fine roots","0_2","fine roots 2cm","SA14-fine roots 2cm","SA",1.834401287,0.00915,-13.66732478,0.322012394,157.08,0,"fine roots",0.4478
"t2","SA02",2,"fine roots","0_2","fine roots 2cm","SA02-fine roots 2cm","SA",3562.658551,0.008140176,-14.17525426,0.320180801,157.08,0,"fine roots",0.9036
"t2","SA02",2,"rhizomes","0_2","rhizomes 2cm","SA02-rhizomes 2cm","SA",2754.8583,0.007628675,-14.64445796,0.332728383,157.08,0,"rhizomes",1.4902
"t0","SA14",5,"coarse roots","2_5","coarse roots 5cm","SA14-coarse roots 5cm","SA",2.17131081,0.00453,-14.24161328,0.331734322,235.619,2,"coarse roots",0.8472
"t2","SA02",5,"coarse roots","2_5","coarse roots 5cm","SA02-coarse roots 5cm","SA",1428.820285,0.006053555,-14.73441168,0.334817579,235.619,2,"coarse roots",0.5204
"t0","SA14",5,"dead biomass","2_5","dead biomass 5cm","SA14-dead biomass 5cm","SA",3.526093753,0.00949,-14.98793617,0.337864275,235.619,2,"dead biomass",16.4534
"t2","SA02",5,"dead biomass","2_5","dead biomass 5cm","SA02-dead biomass 5cm","SA",212.7352366,0.010207552,-14.75392045,0.352471712,235.619,2,"dead biomass",15.61
"t0","SA14",5,"fine roots","2_5","fine roots 5cm","SA14-fine roots 5cm","SA",2.157612316,0.00524,-13.80131085,0.338418562,235.619,2,"fine roots",0.439
"t2","SA02",5,"fine roots","2_5","fine roots 5cm","SA02-fine roots 5cm","SA",2666.525232,0.008023479,-14.20995044,0.339947527,235.619,2,"fine roots",0.4624
"t0","SA14",5,"rhizomes","2_5","rhizomes 5cm","SA14-rhizomes 5cm","SA",1.989557231,0.00516,-14.35354132,0.35597963,235.619,2,"rhizomes",2.8236
"t2","SA02",5,"rhizomes","2_5","rhizomes 5cm","SA02-rhizomes 5cm","SA",1016.506656,0.006108077,-14.87815095,0.317702615,235.619,2,"rhizomes",1.8138
"t0","SA14",10,"coarse roots","5_10","coarse roots 10cm","SA14-coarse roots 10cm","SA",1.691650472,0.00503,-13.9790524,0.33214773,392.699,5,"coarse roots",0.1936
"t2","SA02",10,"coarse roots","5_10","coarse roots 10cm","SA02-coarse roots 10cm","SA",60.74689422,0.005442981,-14.6766232,0.334335559,392.699,5,"coarse roots",0.2122
"t0","SA14",10,"dead biomass","5_10","dead biomass 10cm","SA14-dead biomass 10cm","SA",3.155505698,0.00814,-14.02990357,0.363655684,392.699,5,"dead biomass",17.6918
"t2","SA02",10,"dead biomass","5_10","dead biomass 10cm","SA02-dead biomass 10cm","SA",20.94725462,0.008801962,-14.51445512,0.380659776,392.699,5,"dead biomass",19.186
"t0","SA14",10,"fine roots","5_10","fine roots 10cm","SA14-fine roots 10cm","SA",2.095353794,0.00704,-13.65306802,0.328481332,392.699,5,"fine roots",0.2814
"t2","SA02",10,"fine roots","5_10","fine roots 10cm","SA02-fine roots 10cm","SA",65.95450649,0.00394516,-14.6263269,0.319922756,392.699,5,"fine roots",0.723
"t0","SA14",10,"rhizomes","5_10","rhizomes 10cm","SA14-rhizomes 10cm","SA",2.609730506,0.00413,-14.37778747,0.325092867,392.699,5,"rhizomes",0.9494
"t0","SA14",15,"coarse roots","10_15","coarse roots 15cm","SA14-coarse roots 15cm","SA",1.543036555,0.00891,-13.52836807,0.304173862,392.699,10,"coarse roots",0.1756
